Category,dbID,siteID,SiteName,SubTitle,Lat,Lon,Desc,Sview,Sviewlat,Sviewlong,Heading,Zoom,Pitch,top,mapzoom,sponsor,Categ,image
Earth History,259,n68,Manitou Islands in Lake Nipissing,Ontario's Youngest (and Weirdest) Volcanoes,46.26666667,-79.57266667,"600 million years ago, the North Bay area was being stretched and pulled apart much like the modern day African[ Rift ]forming a narrow, deep and steep sided valley called a [Graben]. Highly unusual volcanoes with [Lavas] dominated by [Marble]-like rocks called [Carbonatites] (See also Site [E33]) erupted along the[ Rift ]- their roots are preserved today as the circular Manitou Islands in Lake Nipissing and the almost perfectly circular shape of Callander Bay. Only one such volcano is known today; from Kenya.",n,,,,,,n,12,,6,http://planetrocks.ca/wp-content/uploads/N68.png
Rocks and Minerals,260,n69,Rotten Rocks in North Bay,,46.34016667,-79.44683333,"North Bay not only has the weirdest volcanoes in Ontario (Site [N68]) it also has really rotten rocks. In the last 2.5 million years, Ontario has been scraped clean by glaciers during many successive [Ice ages]. Thousands of lake basins, both small and very large have been seemingly carved out of solid rock and the landscape irrevocably altered by [Ice sheets] bulldozing vast volumes of glacial sediment.  A testament to the power of ice - or is it? Some geologists argue that the [Ice sheets] were not that powerful and actually did no more than remove great thicknesses of rotten, deeply weathered rock exposing the clean hard rock below. Rare [Outcrops] near North Bay suggest they may be right.",y,,,167.17,1,-4.17,n,16,,4,http://planetrocks.ca/wp-content/uploads/N69.png
Historic,261,n70,Terry Fox Memorial,,48.485,-89.168611,"The Terry Fox monument just east of Thunder Bay also provides fittingly enough, a spectacular view over the Sleeping Giant. Terry ended his cross-country run near here on September 1st, 1980 after running over 5000 kilometres from St.John's, Newfoundland en route to Victoria, B.C. The bronze memorial to Terry is mounted on a 41 tonne block of Ontario of [Granite]; paving stones are of red Vermilion Bay [Granite].",y,48.483684,-89.168032,356.58,1,-6.45,n,16,,5,http://planetrocks.ca/wp-content/uploads/N70.png
Historic,262,n71,MS Chi-Cheemaun ,,45.559317,-82.009338,MS Chi-Cheemaun runs between Tobermory at the northern end of the Bruce Peninsula and South Baymouth on Manitoulin Island connecting Highway 6 across Lake Huron. The name means 'big canoe' in Ojibwe. The 40 kilometres journey takes about an hour and 40 minutes. She is 11 metres in length and was built in Collingwood entering service in 1974 as a replacement for the SS Norisle (Site [N72]). She runs from mid-May to mid-October and she is able to carry cars and large transport trucks (and motorcycles). She is an indispensable part of the 'circum Georgian Bay' tourist route that allows the visitor to ride/drive/cycle around the entirety of Georgian Bay via Sudbury and Parry Sound and Muskoka; a great way to see the Canadian [Shield].,y,45.558907,-82.012355,182.99,0,-5.98,n,16,,5,http://planetrocks.ca/wp-content/uploads/N71.png
Historic,263,n72,SS Norisle,,45.743232,-81.804308,The SS Norisle is a former ferry boat that used to make the run from Tobermory to South Baymouth on Manitoulin Island until replaced by the MS Chi-Cheemaun in 1974. She is now preserved at Manitowaning on Manitoulin Island as a museum. She was built in Collingwood in 1946 and has engines from a naval corvette made surplus by the end of WWII. Her name is a reference to Manitoulin Island (Nor Isle).,n,,,,,,n,13,,5,http://planetrocks.ca/wp-content/uploads/N72.png
Rocks and Minerals,264,n73,Limestone Plains,A piece of Scandinavia in Ontario ,45.988505,-81.899633,"An alvar is a bare, treeless [Limestone] plain. Alvar is a Scandinavian word based on 'alvaret' a large barren [Limestone] plain on the island of Öland in the southern Baltic Sea just off the coast of Sweden. Seemingly alvars are devoid of much life; soils are thin and bare rock is widely exposed. In fact, they support an amazing variety of wildlife and plants. [Limestone] alvars occur in Southern Ontario in a broad belt up to 40 kilometres wide and 200 kilometres long between Georgian Bay and Kingston immediately south of the [Shield] creating a unique but threatened ecosystem. Superb alvars are found across Manitoulin Island; the most accessible being on the Great La Cloche Island, north of Little Current. Plants have to withstand summer drought, strong winds, and[ Spring ]flooding creating an extreme habitat populated by unique wildflowers, birds, native grasses and invertebrates found elsewhere only in the Prairies of Western Canada.",n,,,,,,n,15,,4,http://planetrocks.ca/wp-content/uploads/N73.png
Fossils,265,n74,Pigeon Falls,High Falls,45.799456,-81.852032,"High Falls on the east coast of Manitoulin is where waters flowing out of Turtle Lake drop 8 metres over fossiliferous Late [Ordovician] [Limestones]. A picnic area lies off Highway 6, about 8 kilometres north of Manitowaning.",n,,,,,,n,13,,2,http://planetrocks.ca/wp-content/uploads/N74.png
Historic,266,n75,Arctic Watershed,Domain of the Hudson Bay ,48.21745,-80.256883,The watershed between north-flowing rivers draining to Hudson Bay and those draining south to the Great Lakes and thence to the St.Lawrence River is of great historical importance to Canadians. It marks the southern boundary of the vast territory held by the Hudson Bay Company from 1670 to 1867. Visit the boundary marker on Highway 11 some 16 kilometres north of the junction with Highway 66.,y,48.217803,-80.257326,143.78,0,-3.54,n,14,,5,http://planetrocks.ca/wp-content/uploads/N75.png
Historic,267,n76,La Vase Portages ,,46.302796,-79.383868,Hidden off the south side of Highway 17 some 4 kilometres east of the junction with Highway 11 in North Bay are the famous La Vase Portages. These short overland trails connected the Ottawa and Mattawa rivers and were a key link in the Fur Trade route west to the French River ([N20]) and Lake Huron.,y,,,226.46,1,-1.77,n,17,,5,http://planetrocks.ca/wp-content/uploads/N76.png
Fossils,268,n77,Fossil Hill,,45.677041,-81.901252,Fossil Hill is a famous fossil collecting site on Manitoulin Island. Good [Outcrops] of middle [Silurian] [Limestones] and [Dolostones] occur in road cuts either side of Highway 6 just west of Squirrel Town immediately east of New England Road. Look for numerous brachiopods and sponges that grew on and around shallow mound-like reefs called '[Bioherms].' Hard [Chert] ('[Flint]') was mined by Paleo Indians at the end of the last [Ice age] (Site [N38]).,y,,,317.92,0,-0.16,n,14,,2,http://planetrocks.ca/wp-content/uploads/N77.png
Earth History,269,n78,Little Current Fault,,45.980623,-81.922938,Take Water Street East along the scenic waterfront in the community of Little Current to see grey-coloured fossiliferous [Limestones] of the Middle-Upper [Ordovician] Lindsay Formation.  Look out for an excellent example of a[ Fault ]where the eastern part of the [Outcrop] has moved relative to the rocks to the west. A narrow zone of clayey broken rock (called 'gouge') marks the[ Fault ]and was produced by crushing as rocks last slid past one another. ,y,,,212.46,0,1.65,n,15,,6,http://planetrocks.ca/wp-content/uploads/N78.png
Earth History,270,n79,Microkarst,,45.557998,-82.014448,"Karst' refers to landforms produced by the [Dissolution] of [Limestones] such as large underground caves (e.g., Site [S47]).  'Microkarst' refers to small features typically pits and craters and these are widespread in Ontario on the surface of the many [Limestone] plains from the Bruce Peninsula to Kingston.  They have formed in the last 10,000 years since the retreat of the last [Ice sheet] and provide a measure of the extent to which [Limestones] have been dissolved over that time period. In many areas, glacial [Striations] cut by ice have been almost totally destroyed by small scale pitting. These are ubiquitous but very good examples occur along the coast near South Baymouth on Manitoulin Island near South Baymouth (Site [N44]). ",n,,,,,,n,16,,6,http://planetrocks.ca/wp-content/uploads/N79.png
Nature,271,n80,Sudbury,City of Lakes,46.484683,-81.031036,"The City of Greater Sudbury is not only famous for its immense nickel-rich 1.8 billion years old [Meteorite] [Impact crater] (Sites [N23], [N24], [N25], [N26], [N27], [N28] and [N29]) but is the largest municipality in Ontario (3,627 square kilometers). It contains some 330 lakes (more than any other municipality in Canada) that cover some 17% of the city area. Lake Wanapitei is the largest (Site [N31]) and fills another (younger) [Meteorite] [Impact crater].",n,,,,,,n,13,,8,http://planetrocks.ca/wp-content/uploads/N80.png
Earth History,272,n81,Highest Point in Ontario,2.7 Billion year Old Ocean Floor ,47.312177,-80.762215,"The highest point anywhere in Ontario is Ishpatina Ridge in northeastern Ontario at 693 metres above sea level in Lady Evelyn-Smoothwater Provincial Park in the Temagami District. The geology of the area is dominated by [Archean] greenstones which are metamorphosed [Basalts] erupted on an ancient ocean floor at least 2.7 billion years ago (Site [N15]) with banded iron formations (Site [N52]). The [Archean] rocks are overlain by the famous Paleoproterozoic 2.4 billion year old Gowganda[ Formation ](Sites [N8], [N9], [N10]) and crosscut by numerous igneous dikes about 1.8 billion years old (Sites [N3], [N5]). The area lies west of the Timiskaming[ Rift ](Site [N4]) and forms the uplifted 'shoulder' of the rift.",n,,,,,,n,13,,6,http://planetrocks.ca/wp-content/uploads/N81.png
Earth History,273,n82,Callander Bay,Cruising into a Volcano,46.221771,-79.368239,"Callander Bay forms an almost complete circle and this because it is the eroded remains of a 600 million years-old volcano. North Bay and Lake Nipissing lie along an old[ Rift ](or [Graben]) an extension of the Ottawa [Graben] ([E21]). This was stretched on several occasions in the past notably during the breakup of the [Supercontinent] Rodina after about 750 million years ago when North America 'escaped' and became a separate landmass. [Magmas] pushed up from the[ Mantle ]through the thinned and broken[ Crust ]to build volcanoes along the North Bay Rift. Geologically, the Callander Bay volcano is highly unusual in that it is made of carbonate-rich [Igneous rocks] ([Carbonatites]; also found at Oka in Quebec; (Site [E33]) that today are only being formed along the East African Rift.  The remains of another rift-type volcano form the Manitou Islands in Lake Nipissing ([N69]).",n,,,,,,n,12,,6,http://planetrocks.ca/wp-content/uploads/N82.png
Nature,274,n83,Loring-Restoule Deer Yard,Restoule Provincial Park,46.065463,-79.76597,"More remote northern communities in Canada may have their Caribou herds but Ontario has the largest population (around 10,000) of white tailed deer (Odocoileus virginianus) anywhere.  What's more they tend to congregate in winter (when deep snow prevents them grazing) in one area near Golden Valley off Highway 522 some 40 kilometres west of Highway 11. Here trees such as cedar and hemlocks prevent deep snow from accumulating thereby keeping trails open and provide forage in what is known as a 'deer yard.'  These animals may be the smallest of Ontario's four cervid species (deer, caribou, elk and moose) but they are of enormous economic importance through hunting and tourism.  In the Loring-Restoule Deer Yard, patches of[ Sediment ]that were deposited in large glacial lakes at the end of the last [Ice age] were cleared for small farms and provide some open habitat and grazing; an oasis among the otherwise rock- strewn [Shield].",y,46.065463,-79.76597,262.26,0,-8.02,n,14,,8,http://planetrocks.ca/wp-content/uploads/N83.png
Historic,275,n84,The Mattawa River,Gateway to the Interior,46.289701,-78.860294,"The Mattawa River flows east out of Lake Nipissing to the south-flowing Ottawa River and was an essential link in the historic Fur Trade route to the Upper Lakes between Montreal and the French River (Site [N20]). The Voyageur Heritage Centre 12 kilometres west of Mattawa commemorates this famous but now almost entirely forgotten trade route which was made redundant by the railroad constructed through the valley in 1881. Some 10,000 years prior it channelled enormous volumes of glacial melt water down the Ottawa and St. Lawrence rivers to the Atlantic (Site [E1]). It was considered the most demanding part of the entire 2000 km route between Montreal and Fort William (now Thunder Bay). The valley follows the path of a[ Fault ](it is said to be 'structurally controlled') that records stretching of the area some 600 million years ago (Site [N68]) when the Ottawa and Timiskaming[ Rift ]valleys (or [Grabens]) formed (Sites [E21] & [N4]). ",n,,,,,,n,12,,5,http://planetrocks.ca/wp-content/uploads/N84.png
